------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  5] local 10.0.0.1 port 5001 connected with 10.0.0.3 port 44498
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  5]  0.0- 1.0 sec  9.58 MBytes  80.3 Mbits/sec   0.001 ms    0/ 6832 (0%)
[  5]  1.0- 2.0 sec  9.54 MBytes  80.0 Mbits/sec   0.001 ms    0/ 6802 (0%)
[  5]  2.0- 3.0 sec  9.54 MBytes  80.0 Mbits/sec   0.007 ms    0/ 6803 (0%)
[  5]  3.0- 4.0 sec  6.88 MBytes  57.7 Mbits/sec   0.242 ms    0/ 4909 (0%)
[  5]  4.0- 5.0 sec  10.0 MBytes  84.2 Mbits/sec   0.681 ms    0/ 7164 (0%)
[  5]  5.0- 6.0 sec  9.96 MBytes  83.5 Mbits/sec   0.144 ms    0/ 7102 (0%)
[  5]  6.0- 7.0 sec  10.8 MBytes  90.4 Mbits/sec   0.277 ms    0/ 7690 (0%)
[  5]  7.0- 8.0 sec  10.0 MBytes  84.1 Mbits/sec   0.001 ms    0/ 7149 (0%)
[  5]  8.0- 9.0 sec  9.54 MBytes  80.0 Mbits/sec   0.001 ms    0/ 6802 (0%)
[  5]  9.0-10.0 sec  9.54 MBytes  80.0 Mbits/sec   0.000 ms    0/ 6803 (0%)
[  5] 10.0-11.0 sec  9.52 MBytes  79.8 Mbits/sec   0.038 ms    0/ 6788 (0%)
[  5] 11.0-12.0 sec  9.50 MBytes  79.7 Mbits/sec   0.122 ms    0/ 6778 (0%)
[  5] 12.0-13.0 sec  9.50 MBytes  79.7 Mbits/sec   0.037 ms    0/ 6780 (0%)
[  5] 13.0-14.0 sec  9.52 MBytes  79.9 Mbits/sec   0.281 ms    0/ 6791 (0%)
[  5] 14.0-15.0 sec  9.49 MBytes  79.6 Mbits/sec   0.200 ms    0/ 6766 (0%)
[  5] 15.0-16.0 sec  9.59 MBytes  80.5 Mbits/sec   0.441 ms    0/ 6842 (0%)
[  5] 16.0-17.0 sec  9.60 MBytes  80.6 Mbits/sec   0.110 ms    0/ 6851 (0%)
[  5] 17.0-18.0 sec  9.57 MBytes  80.3 Mbits/sec   0.002 ms    0/ 6826 (0%)
[  5] 18.0-19.0 sec  9.54 MBytes  80.0 Mbits/sec   0.002 ms    0/ 6802 (0%)
[  5] 19.0-20.0 sec  9.54 MBytes  80.0 Mbits/sec   0.001 ms    0/ 6803 (0%)
[  5] 20.0-21.0 sec  9.54 MBytes  80.0 Mbits/sec   0.001 ms    0/ 6803 (0%)
[  5] 21.0-22.0 sec  9.54 MBytes  80.0 Mbits/sec   0.003 ms    0/ 6803 (0%)
[  5] 22.0-23.0 sec  9.54 MBytes  80.0 Mbits/sec   0.000 ms    0/ 6802 (0%)
[  5] 23.0-24.0 sec  9.54 MBytes  80.0 Mbits/sec   0.002 ms    0/ 6803 (0%)
[  5]  0.0-25.0 sec   238 MBytes  80.0 Mbits/sec   0.001 ms    0/170068 (0%)
